Rank,team_num,Team,Team_Name,year,HomeGames,Home_TOT,Home_AVG,Home_AVG_z,Home_AVG_sd1,Home_AVG_sd2,Home_AVG_sd3,Home_AVG_sdComb,Home_AVG_sdInt,Home_AVG_zcolor,Home_PCT,RoadGames,Road_TOT,Road_AVG,Road_AVG_z,Road_AVG_sd1,Road_AVG_sd2,Road_AVG_sd3,Road_AVG_sdComb,Road_AVG_sdInt,Road_AVG_zcolor,ROAD_PCT,TOT_Games,TOT_TOT,TOT_AVG,TOT_AVG_z,TOT_AVG_sd1,TOT_AVG_sd2,TOT_AVG_sd3,TOT_AVG_sdComb,TOT_AVG_sdInt,TOT_AVG_zcolor,TOT_PCT,Lat,Lon,hover,band
10,11,Green Bay,Packers,2012,8,564062,70507,0.339213746,+1,,,+1,1,#fee090,96.7,8,542048,67756,-0.028757199,-1,,,-1,-1,#e0f3f8,100.6,16,1106110,69131,0.286665825,+1,,,+1,1,#fee090,98.5,44.5299412,-88.0248317,Total Attendance in 2012 for Green Bay was 1106110,FALSE
3,11,Green Bay,Packers,2013,8,623577,77947,1.267982302,,+2,,+2,2,#fdae61,106.9,8,567628,70953,1.001965532,,+2,,+2,2,#fdae61,101.5,16,1191205,74450,1.458789205,,+2,,+2,2,#fdae61,104.2,44.5299412,-88.0248317,Total Attendance in 2013 for Green Bay was 1191205,FALSE
4,11,Green Bay,Packers,2014,8,625114,78139,1.291950522,,+2,,+2,2,#fdae61,107.1,8,523446,65430,-0.778666824,-1,,,-1,-1,#e0f3f8,98.7,16,1148560,71785,0.871515506,+1,,,+1,1,#fee090,103.1,44.5299412,-88.0248317,Total Attendance in 2014 for Green Bay was 1148560,FALSE
3,11,Green Bay,Packers,2015,8,627308,78413,1.326155171,,+2,,+2,2,#fdae61,107.2,8,520478,65059,-0.898278376,-1,,,-1,-1,#e0f3f8,99,16,1147786,71736,0.860717603,+1,,,+1,1,#fee090,103.3,44.5299412,-88.0248317,Total Attendance in 2015 for Green Bay was 1147786,FALSE
9,12,Houston,Texans,2009,8,564864,70608,0.351822029,+1,,,+1,1,#fee090,99.4,8,484986,60623,-2.328458556,,,-3,-3,-3,#74add1,89.5,16,1049850,65615,-0.488138801,-1,,,-1,-1,#e0f3f8,94.6,29.7589382,-95.3676974,Total Attendance in 2009 for Houston was 1049850,TRUE
8,12,Houston,Texans,2010,8,568643,71080,0.410743905,+1,,,+1,1,#fee090,100,8,539982,67497,-0.112259603,-1,,,-1,-1,#e0f3f8,93.1,16,1108625,69289,0.321483553,+1,,,+1,1,#fee090,96.5,29.7589382,-95.3676974,Total Attendance in 2010 for Houston was 1108625,TRUE
9,12,Houston,Texans,2011,8,571969,71496,0.46267505,+1,,,+1,1,#fee090,100.6,8,487733,60966,-2.21787429,,,-3,-3,-3,#74add1,88.7,16,1059702,66231,-0.352393735,-1,,,-1,-1,#e0f3f8,94.8,29.7589382,-95.3676974,Total Attendance in 2011 for Houston was 1059702,TRUE
8,12,Houston,Texans,2012,8,573321,71665,0.483772078,+1,,,+1,1,#fee090,100.9,8,550654,68831,0.317826141,+1,,,+1,1,#fee090,99.6,16,1123975,70248,0.532813939,+1,,,+1,1,#fee090,100.3,29.7589382,-95.3676974,Total Attendance in 2012 for Houston was 1123975,TRUE
10,12,Houston,Texans,2013,8,573271,71658,0.482898237,+1,,,+1,1,#fee090,100.9,8,530412,66301,-0.497853718,-1,,,-1,-1,#e0f3f8,96.1,16,1103683,68980,0.253390655,+1,,,+1,1,#fee090,98.5,29.7589382,-95.3676974,Total Attendance in 2013 for Houston was 1103683,TRUE
10,12,Houston,Texans,2014,8,574132,71766,0.496380361,+1,,,+1,1,#fee090,101,8,541851,67731,-0.036817276,-1,,,-1,-1,#e0f3f8,96.2,16,1115983,69748,0.422631256,+1,,,+1,1,#fee090,98.6,29.7589382,-95.3676974,Total Attendance in 2014 for Houston was 1115983,TRUE
10,12,Houston,Texans,2015,8,574159,71769,0.496754864,+1,,,+1,1,#fee090,101,8,524655,65581,-0.729983955,-1,,,-1,-1,#e0f3f8,95.7,16,1098814,68675,0.186179218,+1,,,+1,1,#fee090,98.4,29.7589382,-95.3676974,Total Attendance in 2015 for Houston was 1098814,TRUE
22,13,Indianapolis,Colts,2009,8,532398,66549,-0.154881138,-1,,,-1,-1,#e0f3f8,105.6,8,534081,66760,-0.349870692,-1,,,-1,-1,#e0f3f8,96.2,16,1066479,66654,-0.259179186,-1,,,-1,-1,#e0f3f8,100.7,39.7683331,-86.1583502,Total Attendance in 2009 for Indianapolis was 1066479,FALSE
19,13,Indianapolis,Colts,2010,8,535802,66975,-0.101701648,-1,,,-1,-1,#e0f3f8,106.3,8,557979,69747,0.613147386,+1,,,+1,1,#fee090,97.1,16,1093781,68361,0.116984494,+1,,,+1,1,#fee090,101.4,39.7683331,-86.1583502,Total Attendance in 2010 for Indianapolis was 1093781,FALSE
20,13,Indianapolis,Colts,2011,8,518627,64828,-0.369721284,-1,,,-1,-1,#e0f3f8,102.9,8,532063,66507,-0.431438678,-1,,,-1,-1,#e0f3f8,96.5,16,1050690,65668,-0.476459436,-1,,,-1,-1,#e0f3f8,99.6,39.7683331,-86.1583502,Total Attendance in 2011 for Indianapolis was 1050690,FALSE
19,13,Indianapolis,Colts,2012,8,521518,65189,-0.324656035,-1,,,-1,-1,#e0f3f8,103.5,8,541127,67640,-0.066155959,-1,,,-1,-1,#e0f3f8,96.4,16,1062645,66415,-0.311846508,-1,,,-1,-1,#e0f3f8,99.7,39.7683331,-86.1583502,Total Attendance in 2012 for Indianapolis was 1062645,FALSE
20,13,Indianapolis,Colts,2013,8,527606,65950,-0.229656994,-1,,,-1,-1,#e0f3f8,104.7,8,527087,65885,-0.63197341,-1,,,-1,-1,#e0f3f8,95.1,16,1054693,65918,-0.421368095,-1,,,-1,-1,#e0f3f8,99.6,39.7683331,-86.1583502,Total Attendance in 2013 for Indianapolis was 1054693,FALSE
22,13,Indianapolis,Colts,2014,8,523004,65375,-0.301436821,-1,,,-1,-1,#e0f3f8,103.8,8,578254,72281,1.430116857,,+2,,+2,2,#fdae61,99,16,1101258,68828,0.219895119,+1,,,+1,1,#fee090,101.2,39.7683331,-86.1583502,Total Attendance in 2014 for Indianapolis was 1101258,FALSE
21,13,Indianapolis,Colts,2015,8,528381,66047,-0.217548049,-1,,,-1,-1,#e0f3f8,104.8,8,539095,67386,-0.148046348,-1,,,-1,-1,#e0f3f8,97,16,1067476,66717,-0.245296168,-1,,,-1,-1,#e0f3f8,100.7,39.7683331,-86.1583502,Total Attendance in 2015 for Indianapolis was 1067476,FALSE
30,14,Jacksonville,Jaguars,2009,8,397214,49651,-2.264334236,,,-3,-3,-3,#74add1,73.9,8,553947,69243,0.45065622,+1,,,+1,1,#fee090,98.5,16,951161,59447,-1.847352376,,-2,,-2,-2,#abd9e9,86.5,30.3321838,-81.655651,Total Attendance in 2009 for Jacksonville was 951161,TRUE
24,14,Jacksonville,Jaguars,2010,8,504262,63032,-0.593924016,-1,,,-1,-1,#e0f3f8,93.8,8,557341,69667,0.587355137,+1,,,+1,1,#fee090,95,16,1061603,66350,-0.326170257,-1,,,-1,-1,#e0f3f8,94.4,30.3321838,-81.655651,Total Attendance in 2010 for Jacksonville was 1061603,TRUE
25,14,Jacksonville,Jaguars,2011,8,498655,62331,-0.681432988,-1,,,-1,-1,#e0f3f8,92.8,8,551000,68875,0.332011877,+1,,,+1,1,#fee090,96.8,16,1049655,65603,-0.490783185,-1,,,-1,-1,#e0f3f8,94.9,30.3321838,-81.655651,Total Attendance in 2011 for Jacksonville was 1049655,TRUE
20,14,Jacksonville,Jaguars,2012,8,519872,64984,-0.350247104,-1,,,-1,-1,#e0f3f8,96.8,8,490698,61337,-2.098262738,,,-3,-3,-3,#74add1,89,16,1010570,63160,-1.029135773,,-2,,-2,-2,#abd9e9,92.8,30.3321838,-81.655651,Total Attendance in 2012 for Jacksonville was 1010570,TRUE
28,14,Jacksonville,Jaguars,2013,7,419581,59940,-0.979912238,-1,,,-1,-1,#e0f3f8,89.2,8,525079,65634,-0.71289659,-1,,,-1,-1,#e0f3f8,95.8,15,944660,62977,-1.069462635,,-2,,-2,-2,#abd9e9,92.8,30.3321838,-81.655651,Total Attendance in 2013 for Jacksonville was 944660,TRUE
24,14,Jacksonville,Jaguars,2014,7,440732,62961,-0.602787264,-1,,,-1,-1,#e0f3f8,93.7,8,542292,67786,-0.019085105,-1,,,-1,-1,#e0f3f8,95.1,15,983024,65534,-0.505988395,-1,,,-1,-1,#e0f3f8,94.5,30.3321838,-81.655651,Total Attendance in 2014 for Jacksonville was 983024,TRUE
27,14,Jacksonville,Jaguars,2015,7,430247,61463,-0.78978932,-1,,,-1,-1,#e0f3f8,91.5,8,542243,67780,-0.021019524,-1,,,-1,-1,#e0f3f8,96.1,15,972490,64832,-0.660684882,-1,,,-1,-1,#e0f3f8,94,30.3321838,-81.655651,Total Attendance in 2015 for Jacksonville was 972490,TRUE
20,15,Kansas City,Chiefs,2009,8,540114,67514,-0.034415862,-1,,,-1,-1,#e0f3f8,88,8,509419,63677,-1.343839469,,-2,,-2,-2,#abd9e9,88.8,16,1049533,65595,-0.492546108,-1,,,-1,-1,#e0f3f8,88.4,39.0844687,-94.5630298,Total Attendance in 2009 for Kansas City was 1049533,FALSE
17,15,Kansas City,Chiefs,2010,8,541380,67672,-0.014692014,-1,,,-1,-1,#e0f3f8,88.2,8,528400,66050,-0.578776898,-1,,,-1,-1,#e0f3f8,96.1,16,1069780,66861,-0.213563555,-1,,,-1,-1,#e0f3f8,91.9,39.0844687,-94.5630298,Total Attendance in 2010 for Kansas City was 1069780,FALSE
8,15,Kansas City,Chiefs,2011,8,576659,72082,0.535828057,+1,,,+1,1,#fee090,93.9,8,530547,66318,-0.492372865,-1,,,-1,-1,#e0f3f8,96.3,16,1107206,69200,0.301871035,+1,,,+1,1,#fee090,95.1,39.0844687,-94.5630298,Total Attendance in 2011 for Kansas City was 1107206,FALSE
16,15,Kansas City,Chiefs,2012,8,548070,68508,0.089669614,+1,,,+1,1,#fee090,89.3,8,491973,61496,-2.047000644,,,-3,-3,-3,#74add1,87.8,16,1040043,65002,-0.62322277,-1,,,-1,-1,#e0f3f8,88.6,39.0844687,-94.5630298,Total Attendance in 2012 for Kansas City was 1040043,FALSE
7,15,Kansas City,Chiefs,2013,8,602877,75359,0.944910659,+1,,,+1,1,#fee090,98.2,8,515130,64391,-1.113643651,,-2,,-2,-2,#abd9e9,88.9,16,1118007,69875,0.450617657,+1,,,+1,1,#fee090,93.7,39.0844687,-94.5630298,Total Attendance in 2013 for Kansas City was 1118007,FALSE
7,15,Kansas City,Chiefs,2014,8,599743,74967,0.895975542,+1,,,+1,1,#fee090,97.7,8,527508,65938,-0.614886046,-1,,,-1,-1,#e0f3f8,94.9,16,1127251,70453,0.577988838,+1,,,+1,1,#fee090,96.3,39.0844687,-94.5630298,Total Attendance in 2014 for Kansas City was 1127251,FALSE
7,15,Kansas City,Chiefs,2015,7,518604,74086,0.785996362,+1,,,+1,1,#fee090,96.5,8,528579,66072,-0.57168403,-1,,,-1,-1,#e0f3f8,97.7,15,1047183,69812,0.436734639,+1,,,+1,1,#fee090,97.1,39.0844687,-94.5630298,Total Attendance in 2015 for Kansas City was 1047183,FALSE
19,16,Miami,Dolphins,2009,8,540342,67542,-0.030920496,-1,,,-1,-1,#e0f3f8,89.8,8,554353,69294,0.467098779,+1,,,+1,1,#fee090,96.5,16,1094695,68418,0.129545319,+1,,,+1,1,#fee090,93.1,25.7742658,-80.1936589,Total Attendance in 2009 for Miami was 1094695,TRUE
16,16,Miami,Dolphins,2010,8,541959,67744,-0.005703931,-1,,,-1,-1,#e0f3f8,90.1,8,535090,66886,-0.309247901,-1,,,-1,-1,#e0f3f8,95.4,16,1077049,67315,-0.113517679,-1,,,-1,-1,#e0f3f8,92.7,25.7742658,-80.1936589,Total Attendance in 2010 for Miami was 1077049,TRUE
28,16,Miami,Dolphins,2011,8,487089,60886,-0.861818817,-1,,,-1,-1,#e0f3f8,81,8,577292,72161,1.391428484,,+2,,+2,2,#fdae61,94.9,16,1064381,66523,-0.288047049,-1,,,-1,-1,#e0f3f8,88,25.7742658,-80.1936589,Total Attendance in 2011 for Miami was 1064381,TRUE
29,16,Miami,Dolphins,2012,8,459033,57379,-1.299613349,,-2,,-2,-2,#abd9e9,76.3,8,546084,68260,0.133733967,+1,,,+1,1,#fee090,97.9,16,1005117,62819,-1.104280363,,-2,,-2,-2,#abd9e9,86.7,25.7742658,-80.1936589,Total Attendance in 2012 for Miami was 1005117,TRUE
21,16,Miami,Dolphins,2013,8,514553,64319,-0.433262036,-1,,,-1,-1,#e0f3f8,85.5,8,526992,65874,-0.635519845,-1,,,-1,-1,#e0f3f8,93.4,16,1041545,65096,-0.602508425,-1,,,-1,-1,#e0f3f8,89.3,25.7742658,-80.1936589,Total Attendance in 2013 for Miami was 1041545,TRUE
14,16,Miami,Dolphins,2014,8,560280,70035,0.28029187,+1,,,+1,1,#fee090,92.7,7,485082,69297,0.468065988,+1,,,+1,1,#fee090,98.3,15,1045362,69690,0.409850065,+1,,,+1,1,#fee090,95.2,25.7742658,-80.1936589,Total Attendance in 2014 for Miami was 1045362,TRUE
17,16,Miami,Dolphins,2015,8,537548,67193,-0.074487731,-1,,,-1,-1,#e0f3f8,102.9,8,555772,69471,0.524164129,+1,,,+1,1,#fee090,95,16,1093320,68332,0.110593898,+1,,,+1,1,#fee090,98.7,25.7742658,-80.1936589,Total Attendance in 2015 for Miami was 1093320,TRUE
24,17,Minnesota,Vikings,2009,8,510203,63775,-0.501171995,-1,,,-1,-1,#e0f3f8,99.5,8,523920,65490,-0.759322637,-1,,,-1,-1,#e0f3f8,97.1,16,1034123,64632,-0.704757955,-1,,,-1,-1,#e0f3f8,98.2,44.9772995,-93.2654692,Total Attendance in 2009 for Minnesota was 1034123,FALSE
28,17,Minnesota,Vikings,2010,8,470009,58751,-1.128340438,,-2,,-2,-2,#abd9e9,94.1,8,559788,69973,0.686010488,+1,,,+1,1,#fee090,96.1,16,1029797,64362,-0.764256604,-1,,,-1,-1,#e0f3f8,95.2,44.9772995,-93.2654692,Total Attendance in 2010 for Minnesota was 1029797,FALSE
23,17,Minnesota,Vikings,2011,8,502529,62816,-0.620888264,-1,,,-1,-1,#e0f3f8,98,8,545056,68132,0.092466369,+1,,,+1,1,#fee090,93.4,16,1047585,65474,-0.519210317,-1,,,-1,-1,#e0f3f8,95.5,44.9772995,-93.2654692,Total Attendance in 2011 for Minnesota was 1047585,FALSE
27,17,Minnesota,Vikings,2012,8,485802,60725,-0.881917168,-1,,,-1,-1,#e0f3f8,94.7,8,533900,66737,-0.357285964,-1,,,-1,-1,#e0f3f8,95.9,16,1019702,63731,-0.903307149,-1,,,-1,-1,#e0f3f8,95.3,44.9772995,-93.2654692,Total Attendance in 2012 for Minnesota was 1019702,FALSE
23,17,Minnesota,Vikings,2013,7,448135,64019,-0.470712381,-1,,,-1,-1,#e0f3f8,99.8,8,567898,70987,1.012927238,,+2,,+2,2,#fdae61,100.5,15,1016033,67735,-0.020964225,-1,,,-1,-1,#e0f3f8,100.2,44.9772995,-93.2654692,Total Attendance in 2013 for Minnesota was 1016033,FALSE
32,17,Minnesota,Vikings,2014,8,417906,52238,-1.941387427,,-2,,-2,-2,#abd9e9,104.5,8,522517,65314,-0.816065584,-1,,,-1,-1,#e0f3f8,94.7,16,940423,58776,-1.995217536,,-2,,-2,-2,#abd9e9,98.8,44.9772995,-93.2654692,Total Attendance in 2014 for Minnesota was 940423,FALSE
31,17,Minnesota,Vikings,2015,8,419440,52430,-1.917419207,,-2,,-2,-2,#abd9e9,99.8,8,538876,67359,-0.156751232,-1,,,-1,-1,#e0f3f8,99.1,16,958316,59894,-1.748849057,,-2,,-2,-2,#abd9e9,99.4,44.9772995,-93.2654692,Total Attendance in 2015 for Minnesota was 958316,FALSE
16,18,New England,Patriots,2009,8,550048,68756,0.120628566,+1,,,+1,1,#fee090,100,7,503698,71956,1.325335848,,+2,,+2,2,#fdae61,98.4,15,1053746,70249,0.533034304,+1,,,+1,1,#fee090,99.2,42.0909458,-71.2643465,Total Attendance in 2009 for New England was 1053746,TRUE
14,18,New England,Patriots,2010,8,550048,68756,0.120628566,+1,,,+1,1,#fee090,100,8,538705,67338,-0.163521697,-1,,,-1,-1,#e0f3f8,95.1,16,1088753,68047,0.047789769,+1,,,+1,1,#fee090,97.5,42.0909458,-71.2643465,Total Attendance in 2010 for New England was 1088753,TRUE
16,18,New England,Patriots,2011,8,550048,68756,0.120628566,+1,,,+1,1,#fee090,100,8,564643,70580,0.881709173,+1,,,+1,1,#fee090,95,16,1114691,69668,0.405002026,+1,,,+1,1,#fee090,97.4,42.0909458,-71.2643465,Total Attendance in 2011 for New England was 1114691,TRUE
15,18,New England,Patriots,2012,8,550044,68755,0.120503732,+1,,,+1,1,#fee090,100,7,500686,71526,1.186702512,,+2,,+2,2,#fdae61,99.1,15,1050730,70048,0.488740865,+1,,,+1,1,#fee090,99.6,42.0909458,-71.2643465,Total Attendance in 2012 for New England was 1050730,TRUE
17,18,New England,Patriots,2013,8,550048,68756,0.120628566,+1,,,+1,1,#fee090,100,8,570769,71346,1.128669953,,+2,,+2,2,#fdae61,97.8,16,1120817,70051,0.489401962,+1,,,+1,1,#fee090,98.9,42.0909458,-71.2643465,Total Attendance in 2013 for New England was 1120817,TRUE
17,18,New England,Patriots,2014,8,550048,68756,0.120628566,+1,,,+1,1,#fee090,100,8,561935,70241,0.77241452,+1,,,+1,1,#fee090,99.4,16,1111983,69498,0.367539914,+1,,,+1,1,#fee090,99.7,42.0909458,-71.2643465,Total Attendance in 2014 for New England was 1111983,TRUE
18,18,New England,Patriots,2015,8,534632,66829,-0.119927483,-1,,,-1,-1,#e0f3f8,97.2,8,601655,75206,2.373145943,,,+3,+3,3,#f46d43,98.1,16,1136287,71017,0.702274905,+1,,,+1,1,#fee090,97.7,42.0909458,-71.2643465,Total Attendance in 2015 for New England was 1136287,TRUE
11,19,New Orleans,Saints,2009,8,560840,70105,0.289030284,+1,,,+1,1,#fee090,96.1,8,555169,69396,0.499983896,+1,,,+1,1,#fee090,95.1,16,1116009,69750,0.423071986,+1,,,+1,1,#fee090,95.6,29.9499323,-90.0701156,Total Attendance in 2009 for New Orleans was 1116009,FALSE
10,19,New Orleans,Saints,2010,8,560304,70038,0.280666374,+1,,,+1,1,#fee090,96,8,552827,69103,0.405519785,+1,,,+1,1,#fee090,98.6,16,1113131,69570,0.383406221,+1,,,+1,1,#fee090,97.3,29.9499323,-90.0701156,Total Attendance in 2010 for New Orleans was 1113131,FALSE
6,19,New Orleans,Saints,2011,8,584336,73042,0.655669161,+1,,,+1,1,#fee090,100.1,8,521599,65199,-0.853141941,-1,,,-1,-1,#e0f3f8,94.9,16,1105935,69120,0.284241806,+1,,,+1,1,#fee090,97.6,29.9499323,-90.0701156,Total Attendance in 2011 for New Orleans was 1105935,FALSE
7,19,New Orleans,Saints,2012,8,583107,72888,0.636444651,+1,,,+1,1,#fee090,99.9,8,580589,72573,1.524258564,,+2,,+2,2,#fdae61,99.2,16,1163696,72731,1.079981141,,+2,,+2,2,#fdae61,99.5,29.9499323,-90.0701156,Total Attendance in 2012 for New Orleans was 1163696,FALSE
9,19,New Orleans,Saints,2013,8,583210,72901,0.638067499,+1,,,+1,1,#fee090,99.9,8,540020,67502,-0.110647588,-1,,,-1,-1,#e0f3f8,97.2,16,1123230,70201,0.522456766,+1,,,+1,1,#fee090,98.6,29.9499323,-90.0701156,Total Attendance in 2013 for New Orleans was 1123230,FALSE
9,19,New Orleans,Saints,2014,8,584900,73112,0.664407575,+1,,,+1,1,#fee090,100.2,8,549087,68635,0.254635132,+1,,,+1,1,#fee090,99,16,1133987,70874,0.670762657,+1,,,+1,1,#fee090,99.6,29.9499323,-90.0701156,Total Attendance in 2014 for New Orleans was 1133987,FALSE
9,19,New Orleans,Saints,2015,8,584305,73038,0.655169823,+1,,,+1,1,#fee090,95.5,8,550722,68840,0.320727769,+1,,,+1,1,#fee090,97.6,16,1135027,70939,0.685086406,+1,,,+1,1,#fee090,96.5,29.9499323,-90.0701156,Total Attendance in 2015 for New Orleans was 1135027,FALSE
3,20,New York Giants,`,2009,8,629615,78701,1.362107502,,+2,,+2,2,#fdae61,98.1,8,594312,74289,2.077502294,,,+3,+3,3,#f46d43,99.9,16,1223927,76495,1.909436378,,+2,,+2,2,#fdae61,99,40.7305991,-73.9865812,Total Attendance in 2009 for NY Giants was 1223927,TRUE
3,20,New York Giants,,2010,8,632156,79019,1.401804868,,+2,,+2,2,#fdae61,95.8,8,558939,69867,0.651835759,+1,,,+1,1,#fee090,96.7,16,1191095,74443,1.457246647,,+2,,+2,2,#fdae61,96.2,40.7305991,-73.9865812,Total Attendance in 2010 for NY Giants was 1191095,TRUE
2,20,New York Giants,,2011,8,635800,79475,1.458729392,,+2,,+2,2,#fdae61,96.3,8,596357,74544,2.159715087,,,+3,+3,3,#f46d43,99.9,16,1232157,77009,2.022704176,,,+3,+3,3,#f46d43,98,40.7305991,-73.9865812,Total Attendance in 2011 for NY Giants was 1232157,TRUE
2,20,New York Giants,,2012,8,643964,80495,1.586060565,,+2,,+2,2,#fdae61,97.6,8,585965,73245,1.740913452,,+2,,+2,2,#fdae61,99.1,16,1229929,76870,1.99207339,,+2,,+2,2,#fdae61,98.3,40.7305991,-73.9865812,Total Attendance in 2012 for NY Giants was 1229929,TRUE
2,20,New York Giants,,2013,8,641184,80148,1.542742999,,+2,,+2,2,#fdae61,97.1,8,568348,71043,1.030981812,,+2,,+2,2,#fdae61,96.8,16,1209532,75595,1.711107549,,+2,,+2,2,#fdae61,97,40.7305991,-73.9865812,Total Attendance in 2013 for NY Giants was 1209532,TRUE
2,20,New York Giants,,2014,8,631738,78967,1.395313474,,+2,,+2,2,#fdae61,95.7,8,563631,70453,0.840763979,+1,,,+1,1,#fee090,98.5,16,1195369,74710,1.5160842,,+2,,+2,2,#fdae61,97,40.7305991,-73.9865812,Total Attendance in 2014 for NY Giants was 1195369,TRUE
2,20,New York Giants,,2015,8,632011,79001,1.399557847,,+2,,+2,2,#fdae61,95.8,8,566152,70769,0.94264336,+1,,,+1,1,#fee090,96.4,16,1198163,74885,1.554648139,,+2,,+2,2,#fdae61,96.1,40.7305991,-73.9865812,Total Attendance in 2015 for NY Giants was 1198163,TRUE
4,21,New York Jets,,2009,8,616420,77052,1.156255439,,+2,,+2,2,#fdae61,96,7,447957,63993,-1.241960087,,-2,,-2,-2,#abd9e9,93.4,15,1064377,70958,0.689273348,+1,,,+1,1,#fee090,94.9,40.7305991,-74.071752,Total Attendance in 2009 for NY Jets was 1064377,FALSE
4,21,New York Jets,,2010,8,628768,78596,1.348999881,,+2,,+2,2,#fdae61,95.3,8,534607,66825,-0.328914491,-1,,,-1,-1,#e0f3f8,95.9,16,1163375,72710,1.075353469,,+2,,+2,2,#fdae61,95.6,40.7305991,-74.071752,Total Attendance in 2010 for NY Jets was 1163375,FALSE
3,21,New York Jets,,2011,8,631888,78986,1.39768533,,+2,,+2,2,#fdae61,95.7,8,555504,69438,0.513524826,+1,,,+1,1,#fee090,94.7,16,1187392,74212,1.406342248,,+2,,+2,2,#fdae61,95.3,40.7305991,-74.071752,Total Attendance in 2011 for NY Jets was 1187392,FALSE
4,21,New York Jets,,2012,8,632704,79088,1.410418447,,+2,,+2,2,#fdae61,95.9,8,509620,63702,-1.335779391,,-2,,-2,-2,#abd9e9,92.5,16,1142324,71395,0.785573013,+1,,,+1,1,#fee090,94.4,40.7305991,-74.071752,Total Attendance in 2012 for NY Jets was 1142324,FALSE
5,21,New York Jets,,2013,8,615656,76957,1.144396163,,+2,,+2,2,#fdae61,93.3,8,553452,69181,0.430667228,+1,,,+1,1,#fee090,97.5,16,1169108,73069,1.154464635,,+2,,+2,2,#fdae61,95.2,40.7305991,-74.071752,Total Attendance in 2013 for NY Jets was 1169108,FALSE
3,21,New York Jets,,2014,8,625280,78160,1.294572046,,+2,,+2,2,#fdae61,94.7,8,531954,66494,-0.435629919,-1,,,-1,-1,#e0f3f8,96.9,16,1157234,72327,0.990953534,+1,,,+1,1,#fee090,95.7,40.7305991,-74.071752,Total Attendance in 2014 for NY Jets was 1157234,FALSE
4,21,New York Jets,,2015,8,625280,78160,1.294572046,,+2,,+2,2,#fdae61,94.7,8,582366,72795,1.595832054,,+2,,+2,2,#fdae61,99.2,16,1207646,75477,1.685104436,,+2,,+2,2,#fdae61,96.9,40.7305991,-74.071752,Total Attendance in 2015 for NY Jets was 1207646,FALSE
32,22,Oakland,Raiders,2009,8,354276,44284,-2.934320907,,,-3,-3,-3,#74add1,70.3,8,573263,71657,1.228937319,,+2,,+2,2,#fdae61,96.6,16,927539,57971,-2.172611656,,,-3,-3,-3,#74add1,84.5,37.8044557,-122.2713563,Total Attendance in 2009 for Oakland was 927539,TRUE
32,22,Oakland,Raiders,2010,8,371448,46431,-2.666301271,,,-3,-3,-3,#74add1,73.7,8,539934,67491,-0.114194022,-1,,,-1,-1,#e0f3f8,96.6,16,911382,56961,-2.395180675,,,-3,-3,-3,#74add1,85.7,37.8044557,-122.2713563,Total Attendance in 2010 for Oakland was 911382,TRUE
29,22,Oakland,Raiders,2011,8,473938,59242,-1.067046707,,-2,,-2,-2,#abd9e9,94,8,544691,68086,0.077635826,+1,,,+1,1,#fee090,93.8,16,1018629,63664,-0.918071629,-1,,,-1,-1,#e0f3f8,93.9,37.8044557,-122.2713563,Total Attendance in 2011 for Oakland was 1018629,TRUE
32,22,Oakland,Raiders,2012,8,433732,54216,-1.69446482,,-2,,-2,-2,#abd9e9,86,8,542499,67812,-0.010702625,-1,,,-1,-1,#e0f3f8,93.4,16,976231,61014,-1.502039848,,-2,,-2,-2,#abd9e9,90,37.8044557,-122.2713563,Total Attendance in 2012 for Oakland was 976231,TRUE
32,22,Oakland,Raiders,2013,8,403556,50444,-2.16534049,,,-3,-3,-3,#74add1,80,8,601080,75135,2.350255322,,,+3,+3,3,#f46d43,99.6,16,1004636,62789,-1.110891324,,-2,,-2,-2,#abd9e9,90.7,37.8044557,-122.2713563,Total Attendance in 2013 for Oakland was 1004636,TRUE
31,22,Oakland,Raiders,2014,7,375897,53699,-1.759004247,,-2,,-2,-2,#abd9e9,85.2,8,554136,69267,0.458393895,+1,,,+1,1,#fee090,95.4,15,930033,62002,-1.284318867,,-2,,-2,-2,#abd9e9,91,37.8044557,-122.2713563,Total Attendance in 2014 for Oakland was 930033,TRUE
30,22,Oakland,Raiders,2015,8,436910,54613,-1.64490553,,-2,,-2,-2,#abd9e9,86.5,8,534117,66764,-0.34858108,-1,,,-1,-1,#e0f3f8,95.9,16,971027,60689,-1.573658592,,-2,,-2,-2,#abd9e9,91.4,37.8044557,-122.2713563,Total Attendance in 2015 for Oakland was 971027,TRUE
13,23,Philadelphia,Eagles,2009,8,553152,69144,0.169064346,+1,,,+1,1,#fee090,102.3,8,591743,73967,1.973688494,,+2,,+2,2,#fdae61,99.8,16,1144895,71555,0.820831471,+1,,,+1,1,#fee090,101,39.952335,-75.163789,Total Attendance in 2009 for Philadelphia was 1144895,FALSE
12,23,Philadelphia,Eagles,2010,8,553152,69144,0.169064346,+1,,,+1,1,#fee090,102.3,8,572774,71596,1.209270729,,+2,,+2,2,#fdae61,97.6,16,1125926,70370,0.559698513,+1,,,+1,1,#fee090,99.9,39.952335,-75.163789,Total Attendance in 2010 for Philadelphia was 1125926,FALSE
